,Superficie total,Superficie cubierta,Ambientes,Baños,Cochera,Dormitorios,Toilette,Antigüedad,Alquiler,Expensas,URL,Direccion,Ubicacion,Descripcion,Caracteristicas,Cocheras,Toilettes,Disposición,Estado del inmueble,Luminosidad,Orientación
43,70,63.0,4,2,,3,,45.0,25000.0,10000.0,http://www.zonaprop.com.ar/propiedades/acoyte-900-p1-caballito-4-amb.-fte.-c-bcon-2-bnos.-46029413.html,Acoyte 900,"Caballito, Capital Federal","Departamento de 4 ambientes al frente con balcón corrido, con protección - enrejado. Doble entrada al departamento.  Living-comedor con salida al balcón, pisos de parquet. Cocina con muebles alto y bajo mesada,  todo eléctrico cocina y termotanque, pisos cerámicos. Lavadero independiente con baño. Tres Dormitorios. Superficie aprox. cubierta 63m2, descubiertos 7 m2, total 70m2. Expensas aprox. $ 10.000.- Edificio de 10 Pisos, 3 departamentos por Piso, 1 ascensor, unidad ubicada en el 1er. Piso.Medidas de los ambientes:Living: 6.00 x 3.60 mtrs.;Balcón: 7.20 x 1.00 mtrs;Cocina: 2.50 x 2.20 mtrs.;Lavadero: 2.70 x 1.30 mtrs, con Baño de 1.40 x 0.80 mtrs.;Primer Dormitorio con ventana al frente: 3.00 x 2.90 mtrs., con placard incorporado;Segundo Dormitorio: 3.00 x 2.90 mtrs. más placard;Tercer Dormitorio: 3.00 x 2.00 mtrs.;Baño completo: 2.90 x 1.40 mtrs.Excelente ubicación sobre Av. Acoyte entre las calles Avda. Díaz Velez  y Franklin, a dos cuadras del Parque Centenario, a una cuadra y media Avda. Angel Gallardo. Hospital Durand. Cerca de Subte A Estación Acoyte, numerosas líneas de colectivos 24,15, 36, 42, 55, 65, 76, 92, 99, 105, 106, 112, 124, 135, 141, 146","{'Características generales': ('Cantidad dormitorios: 3', 'Superficie del terreno (m²): 0'), 'Servicios': ('Luz', 'Agua corriente'), 'Ambientes': ('Lavadero',)}",0,0,Frente,,,
44,70,70.0,3,1,,2,,,20000.0,4300.0,http://www.zonaprop.com.ar/propiedades/alquiler-3-ambientes-almagro-45947690.html,Av Gral Diaz Velez 4400 5°,"Almagro, Capital Federal","Muy lindo departamento de 3 ambientes, muy luminoso y soleado. Al contra frente con vista abierta. Cuenta con amplio living comedor, dos amplias habitaciones con placares, baño completo, generosa cocina y lavadero separado. Excelente ubicación!!! Ambientes:Baño ( x )Dormitorio ( x )","{'Características generales': ('Categoría del edificio: Muy buena', 'Cantidad dormitorios: 2', 'Departamentos por piso: 0'), 'Servicios': ('Laundry',), 'Ambientes': ('Lavadero', 'Living comedor')}",0,0,Contrafrente,Muy bueno,,N
45,75,70.0,3,1,,2,1,10.0,24000.0,8500.0,http://www.zonaprop.com.ar/propiedades/departamento-villa-crespo-45984792.html,Padilla 600,"Villa Crespo, Capital Federal","Padilla al 600. Villa Crespo. C.A.B.A.CONDICIONES PARA EL ALQUILER: MES DE ADELANTO $ 24.000.- DEPOSITO $ 48.000.- GARANTÍA PROPIETARIA DE C.A.B.A. O ALREDEDORES  DE C.A.B.A. FAMILIAR DIRECTO - GASTOS POR INFORMES - INGRESOS DEMOSTRABLES - NO SE ADMITEN ANIMALES DOMÉSTICOS -  AUMENTOS SEMESTRALES DEL 18% -Departamento de 3 ambientes semipiso al frente con balcón aterrazado (no lindante con otros edificios) ubicado en el corazón de Villa Crespo, 11 años de antigüedad, único dueño, excelente estado. Amplio living comedor, baño completo, toilette, cocina y lavadero independientes. 2do dormitorio con salida al balcón. Cocina con espacio para comer.Superficie total aprox.: 75,38m2.Ponderando la excelente ubicación a 100mts de Scalabrini Ortiz y a 200mts de Av. Corrientes 200mts (Estación Malabia Subte ""B""), como así también proximidad a los medios de transporte y vías de comunicación. Destacamos su construcción, los 11 años de antigüedad, su excelente estado, distribución y equipamento, luminosidad, colegios Públicos y Privados, variedad en Gastronomía, zona Outlet, etc.Expensas: $ 8.500 (Incluye AYSA).Detalles del EdificioHall de acceso con pisos de porcelanato.Portón de acceso vehicular corredizo a control remoto.Gimnasio. Cuenta con 8 pisos y 2 departamentos por planta.Amplias bauleras.Encargado con vivienda permamente. Detalle de revestimientos, artefactos y terminaciones de la unidadPuerta de acceso blindada.Alarma monitoreada de PROSEGUR.Mosquiteros en todas las ventanas.Redes de seguridad en todas las aberturas.Reja en balcón.Puertas interiores enchapadas en madera de cedro lustradas.Placares empotrados con puertas corredizas.Interiores de placares completos en melamina.Pisos flotantes en pasillo y habitación principal.Grifería FV en cocina con monocomando.Baulera en ambas habitaciones.Bajo mesada y alacena en melamina y acero combinados, con mesada de granito, herrajes de acero, cajoneras con guías metálicas y estantes interiores.Acceso y UbicaciónExcelente y cómoda ubicación a tan solo dos cuadras de estación Malabia del subte ""B"" y 4 de Metrobus, cercano a las avenidas Corrientes, Scalabrini Ortiz, Córdoba (zona Outlet), Av. San Martín y Warnes. Con rápido acceso a los distintos puntos de la ciudad. Como medios de transporte tiene variadas lineas de colectivo. Colectivos15, 19, 24, 42, 55, 57, 65, 71, 76, 90, 92, 99, 106, 109, 110, 112, 124, 127, 141. Metrobus.SubtesLínea B, estación Malabia.Comuna15.Área HospitalariaHTAL. DR. C.G. DURANDComisaría15 Distrito EscolarDistrito Escolar VIILatitud/Longitud-34.Ver datos, -58.Ver datos","{'Características generales': ('Cantidad dormitorios: 2', 'Superficie del terreno (m²): 75', 'Gimnasio'), 'Servicios': ('Gas natural', 'Luz', 'Agua corriente'), 'Ambientes': ('Cocina', 'Living', 'Living comedor')}",0,,Frente,Excelente,,
46,63,60.0,3,1,,2,,40.0,22000.0,10000.0,http://www.zonaprop.com.ar/propiedades/departamento-recoleta-46017443.html,Gorriti al 3400,"Recoleta, Capital Federal","EXCELENTE DEPARTAMENTO EN ALQUILER DE 3 AMBIENTES CON BALCÓN CONTRA FRENTE SUPER LUMINOSO - RECOLETALiving Comedor amplio luminoso - Cocina comedor cómoda - Balcón - Baño completo - 2 dormitorios alfombrados con placard.Expensas: $10.000 (Incluye AySA)ABL: $780Detalles: Pisos de madera en living - Alfombra en dormitorios - No apto profesional.No mascotas.Ubicación: Gorriti 3400 6 Piso (Entre Billinghurst y Sanchez de Bustamante) Visitar solo acompañado con personal de la firmaSOLICITAR VISITA AL Ver datos Mat. 5111 - CUCICBAVer datosSe deja constancia que las características, medidas y superficies consignadas son aproximadas, sujetas a verificación y/o ajuste. Fotos de carácter no contractual.","{'Características generales': ('Cantidad dormitorios: 2', 'Superficie del terreno (m²): 63'), 'Servicios': ('Gas natural', 'Luz', 'Agua corriente'), 'Ambientes': ('Balcón', 'Living comedor')}",0,0,Contrafrente,Muy bueno,,
47,75,70.0,3,1,,2,1,10.0,24000.0,8500.0,http://www.zonaprop.com.ar/propiedades/departamento-villa-crespo-45984728.html,Padilla 600,"Villa Crespo, Capital Federal","Padilla al 600. Villa Crespo. C.A.B.A.Departamento de 3 ambientes semipiso al frente con balcón aterrazado (no lindante con otros edificios) ubicado en el corazón de Villa Crespo, 11 años de antigüedad, único dueño, excelente estado. ¡¡¡Se escuchan ofertas para la venta!!!Amplio living comedor, baño completo, toilette, cocina y lavadero independientes. 2do dormitorio con salida al balcón. Cocina con espacio para comer.Superficie total aprox.: 75,38m2.Ponderando la excelente ubicación a 100mts de Scalabrini Ortiz y a 200mts de Av. Corrientes 200mts (Estación Malabia Subte ""B""), como así también proximidad a los medios de transporte y vías de comunicación. Destacamos su construcción, los 11 años de antigüedad, su excelente estado, distribución y equipamento, luminosidad, colegios Públicos y Privados, variedad en Gastronomía, zona Outlet, etc.Expensas: $ 8.500 (Incluye AYSA).CONDICIONES PARA EL ALQUILER: MES DE ADELANTO $ 24.000.- DEPOSITO $ 48.000.- GARANTÍA PROPIETARIA DE C.A.B.A. O ALREDEDORES  DE C.A.B.A. FAMILIAR DIRECTO - GASTOS POR INFORMES - INGRESOS DEMOSTRABLES - NO SE ADMITEN ANIMALES DOMÉSTICOS -  AUMENTOS SEMESTRALES DEL 18% -Detalles del EdificioHall de acceso con pisos de porcelanato.Portón de acceso vehicular corredizo a control remoto.Gimnasio. Cuenta con 8 pisos y 2 departamentos por planta.Amplias bauleras.Encargado con vivienda permamente. Detalle de revestimientos, artefactos y terminaciones de la unidadPuerta de acceso blindada.Alarma monitoreada de PROSEGUR.Mosquiteros en todas las ventanas.Redes de seguridad en todas las aberturas.Reja en balcón.Puertas interiores enchapadas en madera de cedro lustradas.Placares empotrados con puertas corredizas.Interiores de placares completos en melamina.Pisos flotantes en pasillo y habitación principal.Grifería FV en cocina con monocomando.Baulera en ambas habitaciones.Bajo mesada y alacena en melamina y acero combinados, con mesada de granito, herrajes de acero, cajoneras con guías metálicas y estantes interiores.Acceso y UbicaciónExcelente y cómoda ubicación a tan solo dos cuadras de estación Malabia del subte ""B"" y 4 de Metrobus, cercano a las avenidas Corrientes, Scalabrini Ortiz, Córdoba (zona Outlet), Av. San Martín y Warnes. Con rápido acceso a los distintos puntos de la ciudad. Como medios de transporte tiene variadas lineas de colectivo. Colectivos15, 19, 24, 42, 55, 57, 65, 71, 76, 90, 92, 99, 106, 109, 110, 112, 124, 127, 141. Metrobus.SubtesLínea B, estación Malabia.Comuna15.Área HospitalariaHTAL. DR. C.G. DURANDComisaría15 Distrito EscolarDistrito Escolar VIILatitud/Longitud-34.Ver datos, -58.Ver datos","{'Características generales': ('Cantidad dormitorios: 2', 'Superficie del terreno (m²): 75', 'Gimnasio'), 'Servicios': ('Gas natural', 'Luz', 'Agua corriente'), 'Ambientes': ('Cocina', 'Living', 'Living comedor')}",0,,Frente,Excelente,,
48,66,61.0,3,1,,2,1,14.0,25000.0,,http://www.zonaprop.com.ar/propiedades/alquiler-dpto-en-duplex-2amb-escritorio-caballito-45930215.html,Av. Directorio e/Miro y Achaval,"Caballito, Capital Federal","Corredor Responsable: Patricia Maria Sodor - CUCICBA 5414 / CSI 6061Contacto: Marina De Milo - MLS ID # Ver datosALQUILER DPTO EN DÚPLEX 2 AMB + ESCRITORIO EN CABALLITODepartamento en dúplex de 2 ambientes con escritorio al contrafrente. APTO PROFESIONAL. Se encuentra en 3º piso y está distribuido de la siguiente manera:PB:* Living/Comedor c/balcón francés* Cocina integrada c/barra desayunadora y espacio para lavarropas* ToilettePA:* Dormitorio Principal c/placard (medidas: 3 x 4,11 mts.)* Balcón c/deck* Escritorio c/armario (medidas: 1,97 x 1,83 mts.)* Baño completoExpensas de Referencia Febrero 2020: $ 5,020.-El edificio posee pileta y parrilla en la terraza, SUM en PB y entrada con acceso de silla de rueda.Requisitos:- 1 Mes de Depósito- 1 Mes Adelantado- Garantía de CABA o Seguro de Caución- Últimos 3 recibos de SueldoPara los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos, en el caso de ser personas físicas.","{'Características generales': ('Apto profesional', 'Pileta'), 'Ambientes': ('Cocina', 'Comedor', 'Dependencia servicio', 'Terraza', 'Balcón', 'Living comedor', 'Toilette')}",0,,,,,
49,65,65.0,3,1,,2,,5.0,30000.0,10500.0,http://www.zonaprop.com.ar/propiedades/alquiler-sin-muebles-hermoso-tres-ambientes-con-todos-45996487.html,AVENIDA LACROZE y CHARLONE,"Colegiales, Capital Federal",***** EDIFICIO MODERNO CON SEGURIDAD 24 HS ***** EXPENSAS INCLUEYEN AYSA + SERVICIOS CENTRALES + TODOS LOS AMENITIES ***** PILETA + SUM + GIMNASIO + PARRILLAS + SOLARIUM + LAUNDRY + ETC ETC ***** DEPARTAMENTO AL CONTRAFRENTE MUY LUMINOSO CON BALCON ***** DOS DORMITORIOS CON PLACARD + OTRO PLACARD GRANDE EN PASILLO DE DISTRIBUCION ***** COCINA COMPLETA ***** BAÑO COMPLETO CON BAÑADERA,"{'Características generales': ('Apto profesional', 'Cantidad de ascensores: 3', 'Categoría del edificio: Excelente', 'Acepta seguro de caución', 'Cantidad dormitorios: 2', 'Etapa: Terminado', 'Tipo edificio: Entre medianeras', 'Parrilla', 'Permite mascotas', 'Gimnasio', 'Pileta', 'Acepta recibo de sueldo como garantía', 'Estado del edificio: Reciclado', 'Solarium'), 'Servicios': ('Internet', 'Luz', 'Video cable', 'Agua corriente', 'Desagüe cloacal', 'Laundry', 'Encargado / Vigilancia', 'Internet / Wifi', 'Pavimento', 'Ascensor', 'Teléfono'), 'Ambientes': ('Cocina', 'Balcón', 'Living comedor'), 'Características': ('Aire acondicionado', 'Sauna', 'Placard', 'Calefacción', 'Quincho', 'Vigilancia', 'SUM')}",0,0,Frente,Reciclado,Muy luminoso,
50,64,59.0,3,1,,2,,10.0,27000.0,,http://www.zonaprop.com.ar/propiedades/departamento-de-3-ambientes-en-alquiler-en-villa-46010964.html,ANTEZANA al 500,"Villa Crespo, Capital Federal","$A 3 HERMOSOS  AMBIENTES AL FRENTE CON BALCON ATERRAZADO AMPLIA COCINA AMERICANA Y LAVADERO INDEPENDIENTE DRMITORIO CON BAÑO EN SUITE Y TOILETE CON DUCHA EDIFICIO CON SOLARIUM Y PISCINA MUY BUENA UBICACION ANTEZANA AL 500 $ Ver datos INFORME MIGLIORISI Ver datosSe deja constancia que las caracteristicas, medidas, expensas y superficies  consignadas son aproximadas, sujetos a verificación y/o ajuste. El precio del inmueble puede ser modificado sin previo aviso. Fotos de carácter no contractual. Las unidades publicadas están sujetas a disponibilidad. Medidas y detalles: Living: 5,8 X 3,2 | Dormitorio: 3 X 3 C/PLAC Y BAÑO COMPLETO EN SUITE: 3 X 2,5 C/PLAC | Cocina: 3 X 2,8 AMERICANA | Balcon: 2,3 X 2,2 Para más información, llámanos al: Ver datos.Aviso publicado por Migliorisi Propiedades  desde Sumaprop.","{'Características generales': ('Cantidad pisos en edificio: 8', 'Cantidad de ascensores: 1', 'Tipo edificio: Entre medianeras', 'Departamentos por piso: 2'), 'Ambientes': ('Cocina', 'Lavadero', 'Balcón', 'Living', 'Toilette')}",0,0,Frente,Muy bueno,,
51,64,60.0,3,2,,2,,35.0,25000.0,9800.0,http://www.zonaprop.com.ar/propiedades/departamento-de-3-ambientes-en-alquiler-en-villa-46002975.html,GASCON al 1100,"Villa Crespo, Capital Federal","Excelente departamento de 3 ambientes con dos baños completos que ventila hacia el frente, el presente se encuentra en perfecto estado de conservacion, listo para entrar a vivir. Muy luminoso con buena ventilacion. Con una inmejorable ubicacion. Cerca de Av. Principales como Av. cordoba y Av. scalabrini Ortiz, Livin muy amplio 2 dormitorios con placard edificio muy bien conservado!!! Nueva al mercado OPORTUNIDAD!!!Se deja constancia que las caracteristicas, medidas, expensas y superficies  consignadas son aproximadas, sujetos a verificación y/o ajuste. El precio del inmueble puede ser modificado sin previo aviso. Fotos de carácter no contractual. Las unidades publicadas están sujetas a disponibilidad. Medidas y detalles: Dormitorio: 2.4 * 2.5 2.7 * 2.8  + Placard Para más información, llámanos al: Ver datos.Aviso publicado por Migliorisi Propiedades  desde Sumaprop.","{'Características generales': ('Cantidad pisos en edificio: 9', 'Cantidad de ascensores: 2', 'Tipo edificio: Entre medianeras', 'Departamentos por piso: 8')}",0,0,Frente,Excelente,Muy luminoso,
52,75,50.0,3,1,,2,,45.0,30000.0,,http://www.zonaprop.com.ar/propiedades/muy-buen-departamento-en-alquiler-en-gallo-al-1500-46029611.html,Gallo 1569,"Palermo, Capital Federal","Muy buen departamento en alquiler en la calle Gallo 1569 PB ""C"", casi esquina Guemes y a 1 cuadra de Av. Santa Fe (y a 4 del Alto Palermo), C.A.B.A. Depto apto profesional. Cuenta con living-comedor con cocina chica abierta, baño completo y un dormitorio con cama matrimonial que da a un patio que da al contra frente del edificio. Desde el patio se accede a otro dormitorio (tiene una cama single pero entra una cama matrimonial). El departamento se encuentra semi equipado/amoblado, y se alquila por mínimo de 6 meses. Se entrega equipado con lo que se ve mas LCD de 42"", cama sommier de una plaza, o una cama (con cama que se saca de abajo), una mesa de plástico para el patio, y se le agrega con la firma del contrato de alquiler: heladera y microondas. Tiene unos platos, vasos, tasas, cubiertos, exprimidor. El precio es paquete por mes, incluye expensas y ABL, $30.000 por mes. 50 m2 cubiertos / 70-75 m2 totales (las medidas son suministradas por la propietaria y no son exactas). Contáctanos y contanos de tu búsqueda, te vamos a ayudar!!!",{},0,0,,,,
53,45,45.0,3,1,,2,,40.0,20000.0,3300.0,http://www.zonaprop.com.ar/propiedades/dto.-2-amb.-y-1-2.-villa-crespo-46007922.html,Avenida Honorio Pueyrredon 1756,"Villa Crespo, Capital Federal",Sobre Avenida Honorio Pueyrredon al 1700. Excelente ubicación a una cuadra y media de Av. juan B. Justo y del Metrobús estación Honorio Pueyrredon. A 10 cuadras del subte B estación Malabia. A 15 cuadras de Palermo. LIVING COMEDOR - COCINA CON LAVADERO - DORMITORIO CON PLACARD Y AIRE ACONDICIONADO - 1/2 amb. IDEAL ESCRITORIO - BAÑO COMPLETO - OPCIÓN ALQUILER AMUEBLADO - MUY BUEN ESTADO -,"{'Características generales': ('Cantidad pisos en edificio: 10', 'Cantidad de ascensores: 2', 'Cantidad dormitorios: 2', 'Estado del edificio: Muy bueno', 'Departamentos por piso: 4'), 'Servicios': ('Gas natural', 'Internet', 'Luz', 'Video cable', 'Agua corriente', 'Desagüe cloacal', 'Encargado / Vigilancia', 'Ascensor'), 'Ambientes': ('Cocina', 'Lavadero', 'Living comedor', 'Escritorio'), 'Características': ('Aire acondicionado', 'Placard', 'Amoblado', 'Cocina equipada')}",0,0,Interno,Muy bueno,,
54,430,430.0,6,6,1,4,,,,,http://www.zonaprop.com.ar/propiedades/palacio-saint-espectacular-piso-impecable-amoblado-top-45972145.html,Esmeralda al 1100,"Recoleta, Capital Federal","En la zona mas elegante de la ciudad, con vistas a Plaza San Martín y al Palacio Anchorena.Se trata de una exquisita propiedad en el Palacio Saint, emblematico edificio obra del Arq. Mambranche Ver datos.La planta fue renovada recientemente , totalmente  a nuevo , con excelentes materiales y exquisito gusto.  Amoblado y equipado al mas alto nivel.Se accede a través de un amplio vestíbulo a una gran recepción compuesta de 2 Livings con chimenea en cada uno ,  y un importante comedor formal.Cuenta con 4 habitaciones en Suite, la Master con un gran vestidor.Un increible SPA con sauna humedo y Jacuzzi.Los pisos son de Roble de Eslavonia en perfecto estado.La cocina Gourmet esta equipada tanto como para una familia o para organizar grandes recepciones y cuenta con un Family y un amplio comedor diario.Dos dependencias.Excelente Portería, con seguridad 24/7.Cochera.Ideal diplomáticos o ejecutivos internacionales.    Para más información, llámanos al: Ver datos.Aviso publicado por ACSA Group Gestion Inmobiliaria desde Sumaprop.","{'Características generales': ('Categoría del edificio: Excelente', 'Tipo edificio: Primera categoría', 'Permite mascotas', 'Estado del edificio: Excelente', 'Cobertura cochera: Cubierta'), 'Servicios': ('Laundry',), 'Ambientes': ('Comedor', 'Dependencia servicio', 'Terraza', 'Lavadero', 'Living', 'Dormitorio en suite', 'Toilette', 'Escritorio', 'Vestidor'), 'Características': ('Aire acondicionado', 'Sauna', 'Calefacción', 'Vigilancia')}",,0,Frente,Excelente,Muy luminoso,
55,58,54.0,3,1,1,2,,7.0,30000.0,8000.0,http://www.zonaprop.com.ar/propiedades/alquiler-departamento-3-ambientes-belgrano-45959171.html,Alquiler Departamento 3 Ambientes - Belgrano - Roosevelt 1800,"Belgrano, Capital Federal","Hermoso 3 ambientes en Belgrano con amenitiesLiving comedor, cocina con barra desayunadora, 2 dormitorios, Baño completo, balcón terraza con muy buena vista.El edificio cuenta con pileta, gimnasio, SUM, plaza de juegos para niños.Excelente ubicación a pocas cuadras de la estación Congreso de Tucuman del subte D y del Metrobus.A 5 cuadras de Barrancas de Belgrano y de la estación Belgrano C del FF.CC. Mitre.","{'Características generales': ('Cantidad dormitorios: 2', 'Superficie del terreno (m²): 0', 'Gimnasio', 'Pileta', 'Cobertura cochera: Cubierta', 'Solarium'), 'Servicios': ('Gas natural', 'Internet', 'Luz', 'Video cable', 'Agua corriente', 'Desagüe cloacal', 'Encargado / Vigilancia', 'Pavimento', 'Teléfono'), 'Ambientes': ('Cocina', 'Comedor', 'Comedor de diario', 'Balcón', 'Living'), 'Características': ('Aire acondicionado', 'Calefacción', 'Cancha deportes', 'Vigilancia', 'SUM')}",,0,,,Muy luminoso,
56,69,63.0,3,1,,2,1,49.0,26500.0,5680.0,http://www.zonaprop.com.ar/propiedades/alquiler-almagro-3-amb.-c-balcon-amplio-y-luminoso-45922377.html,Mario Bravo 700,"Almagro, Capital Federal","Corredor Responsable: JOSE A. LOPEZ - CPI 1765Contacto: Gustavo Fabbro - MLS ID # Ver datos-4Amplio y cómodo tres ambientes, muy luminoso y ventilado, con luz natural en todos sus ambientes.En la disposición interna en el edificio, está situado al contrafrente, en un tercer piso de un total de ocho.Cuenta con un amplio living amoblado, con muebles de estilo tradicional y de categoría; el primer dormitorio con placard empotrado y un cama de estilo de dos plazas y dos mesitas de luz; el segundo dormitorio también con placard empotrado y una cómoda. Baño en estilo tradicional, y con los artefactos en perfecto funcionamiento.La cocina independiente es muy cómoda, equipada y con espacio suficiente para lavarropas y heladera. También cuenta con un baño de visitas. El departamento fue pintado recientemente.Excelente ubicación sobre calle Mario Bravo, a dos cuadras de Av. Córdoba y cercano a la Universidad de Palermo y Universidad Tecnológica Nacional, ademas de centros de educación primaria y media. Zona muy tranquila y residencial.Condiciones del contrato:Mes adelantado                     $ 26.500.-Mes de depósito en garantía $ 35.100.-Garantía propietaria o seguro de caución.""Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos que sean personas físicas. Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato""","{'Servicios': ('Gas natural', 'Luz', 'Agua corriente'), 'Ambientes': ('Cocina', 'Lavadero', 'Balcón', 'Living', 'Toilette', 'Hall'), 'Características': ('Aire acondicionado',)}",0,,,,,
57,60,,3,1,,2,1,0.0,28000.0,8000.0,http://www.zonaprop.com.ar/propiedades/departamento-recoleta-46029090.html,Laprida al 1600,"Recoleta, Capital Federal","ALQUILER TEMPORARIO CON MUEBLES  3 MESES CON POSIBLE RENOVACIÓN. A DOS CUADRAS DEL HOSPITAL ALEMÁN.Excelente estado 4to piso al contrafrente  con balcón. 2 dormitorios-living-comedor-baño/toilette-amplia cocina -muy luminoso-silencioso.Servicios individuales. Todo equipado  Tv  de 42 y 43"". Aire acondicionado frio y calor.Cable + wifi incluidos.Precio todo incluido $40.000 + factura de luz.","{'Características generales': ('Cantidad dormitorios: 2', 'Superficie del terreno (m²): 0'), 'Servicios': ('Gas natural', 'Internet', 'Luz', 'Video cable', 'Agua corriente', 'Desagüe cloacal', 'Pavimento'), 'Ambientes': ('Balcón', 'Living comedor', 'Toilette', 'Hall')}",0,,Contrafrente,Excelente,,E
58,68,64.0,3,1,,2,,45.0,25000.0,4600.0,http://www.zonaprop.com.ar/propiedades/departamento-de-3-ambientes-en-alquiler-en-palermo-46011664.html,GUEMES al 4200,"Palermo Chico, Palermo","Excelente departamento de 3 ambientes con muy buena distribucion, el presente cuenta con cocina separada, lavadero independiente, dos dormitorios con placard, baño completo con bañadera. Ventila hacia el contra frente con orientación este. Ubicado en el exclusivo barrio de Palermo SOHO cerca  de  todo.  A una cuadra del botanico, cerca del subte. (muy bien conectado) BAJAS EXPENSAS!!! Se deja constancia que las caracteristicas, medidas, expensas y superficies  consignadas son aproximadas, sujetos a verificación y/o ajuste. El precio del inmueble puede ser modificado sin previo aviso. Fotos de carácter no contractual. Las unidades publicadas están sujetas a disponibilidad. Medidas y detalles: Living: 2.65 * 6 | Dormitorio: 3 * 3.10  3 * 3.25 Para más información, llámanos al: Ver datos.Aviso publicado por Migliorisi Propiedades  desde Sumaprop.","{'Características generales': ('Cantidad pisos en edificio: 9', 'Cantidad de ascensores: 2', 'Tipo edificio: Entre medianeras', 'Departamentos por piso: 6'), 'Ambientes': ('Lavadero', 'Balcón', 'Living')}",0,0,Contrafrente,Excelente,Muy luminoso,
59,65,60.0,3,1,,2,,35.0,25500.0,6500.0,http://www.zonaprop.com.ar/propiedades/departamento-barrio-norte-46029916.html,Charcas al 2700,"Palermo, Capital Federal","3 ambientes al contrafrente amplio y luminoso, balcón  y lavadero separado, cocina completa, living comedor en ""L"", baño completo, pisos de parquet, losa radiante y agua caliente, calefacción central, con mucho placard. Edificio de época en muy buen estado ubicado entre las calles Mansilla y Dr. Tomas Manuel de Anchorena a metros de la Av. Santa Fe y Pueyrredon .APTO PROFESIONALABL $650El valor de las expensas incluyen aysaExpensas del mes sujeto ajuste según valor determinado por la administración de consorcio¡Si querés conocer la propiedad contáctanos!Corredor Responsable: Lorenzani Graciela - C.U.C.I.C.B.A 538Ley N°5859 art.4 ""Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes""GRAYFER Larrea 1012 PB| C.A.B.A | Teléfono: Ver datos/11 Ver datos | Email: Ver datos | www.","{'Características generales': ('Apto profesional', 'Cantidad dormitorios: 2', 'Superficie del terreno (m²): 60'), 'Servicios': ('Luz', 'Agua corriente', 'Desagüe cloacal', 'Pavimento'), 'Ambientes': ('Cocina', 'Lavadero', 'Balcón', 'Living')}",0,0,Contrafrente,,,
60,68,,3,1,,2,,40.0,19000.0,8587.0,http://www.zonaprop.com.ar/propiedades/departamento-3-amb.-en-belgrano-46013398.html,Olazabal al 1800,"Belgrano, Capital Federal","Departamento 3 ambientes en Belgrano. luminoso, con balcón estilo francés, cuenta con un baño completo, Living Comedor, Cocina completa con conexión para lavarropas, Aires acondicionado individual en living, Dormitorio principal con placard y aire acondicionado, dormitorio chico con placard, y piso alfombrado. Edificio ubicado a 3 cuadras y medias de Av. Libertador y a  5 cuadras y medias de Av. Cabildo.  A 3 cuadras de la Estación de Tren Belgrano C. Acceso a diferentes medios de transporte. Cercanía con el Barrio Chino y zona comercial.Incremento semestral del 20%.NOTA: Se deja constancia que los metros parciales así como el monto de las expensas eimpuestos son aproximados a título orientativo sujetos a verificación y/o ajustes.LEY 5859“Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes.”BAPVer datos","{'Características generales': ('Cantidad dormitorios: 2', 'Superficie del terreno (m²): 0'), 'Ambientes': ('Cocina', 'Living comedor'), 'Características': ('Aire acondicionado',)}",0,0,,,,
61,70,65.0,3,1,,2,,45.0,30000.0,6800.0,http://www.zonaprop.com.ar/propiedades/departamento-de-3-ambientes-en-alquiler-en-palermo-45995599.html,CORONEL DIAZ al 2100,"Palermo, Capital Federal","DEPARTAMENTO 3 AMBIENTES AL CONTRAFRENTE CON BALCON - EXCELENTE UBICACION - Se deja constancia que las caracteristicas, medidas, expensas y superficies  consignadas son aproximadas, sujetos a verificación y/o ajuste. El precio del inmueble puede ser modificado sin previo aviso. Fotos de carácter no contractual. Las unidades publicadas están sujetas a disponibilidad.Para más información, llámanos al: Ver datos.Aviso publicado por Migliorisi Propiedades  desde Sumaprop.","{'Características generales': ('Cantidad pisos en edificio: 8', 'Cantidad de ascensores: 2', 'Tipo edificio: Entre medianeras', 'Departamentos por piso: 6'), 'Ambientes': ('Lavadero', 'Balcón')}",0,0,Contrafrente,Muy bueno,Muy luminoso,
